skill_id,card_type,position,name,description
WBC_013,WBC,PITCHER,드라이브라인,"구속 능력치의 y%만큼 구위, 변화 능력치가 증가합니다. 속구 선택 시 상대 타자의 파워, 정확 선구 능력치를 x+5 감소시킵니다."
WBC_014,WBC,PITCHER,와인드업,"상대 타자의 파워, 정확, 선구 능력치를 x+5 감소시킵니다. 주자가 없을 때 구위, 변화 능력치가 y 증가합니다."
WBC_015,WBC,BATTER,WORLD BASEBALL CLASSIC 스타터,"상대 투수의 구위, 변화 능력치를 x+5 감소 시킵니다. 1번 타순 배치 시 모든 능력치가 x+6 증가합니다."
WBC_016,WBC,BATTER,출루 전문가,"파워 , 정확, 선구, 주루 능력치가 x+8 증가합니다. 주자로 나가 있는 동안 상대 투수의 구위, 변화 능력치를 x+5 감소시킵니다."
BLACK_001,BLACK,DH,퓨어 히터,"DH로 출전하고 평균 발사각이 10도 이상인 경우 파워, 인내 능력치가 y 증가합니다. DH로 출전하고 평균 발사각이 14도 이하인 경우 정확, 선구 능력치가 y 증가하고 상대 투수의 구위, 변화, 구속 능력치를 z 감소시킵니다."
BLACK_002,BLACK,BATTER,황금 정신,"정확, 인내 능력치가 y 증가합니다. 랭킹 대전, 랭킹 토너먼트, 라이브 매치에서 상대 투수의 구위, 변화 능력치를 z 감소시킵니다."
BLACK_003,BLACK,BATTER,리그의 주도자,"파워, 정확 능력치가 y 증가합니다. 리그 모드에서 상대 투수의 구위, 변화, 제구, 구속 능력치를 z 감소시킵니다."
BLACK_004,BLACK,BATTER,리듬 메이커,"1, 2번 타순 배치 시 모든 능력치가 y 증가합니다. 주자가 있을 때 평균 발사각이 2도 증가하고 파워, 정확 능력치가 추가로 z 증가합니다. 주자가 없을 때 평균 발사각이 2도 감소하고 정확, 선구, 인내 능력치가 추가로 a 증가합니다."
BLACK_005,BLACK,BATTER,타점 생성기,"상대 투수의 구위, 변화 능력치를 y 감소시킵니다. 3, 4, 5번 타순 배치 시 파워, 정확, 선구, 인내 능력치가 z 증가합니다."
BLACK_006,BLACK,BATTER,기회의 불꽃,"8, 9번 타순 배치 시 파워 능력치가 y 감소하고 정확, 선구, 인내, 주루 능력치가 z 증가합니다. 주자로 나가 있는 동안 상대 투수의 구위, 변화 능력치를 a 감소시킵니다."
BLACK_007,BLACK,BATTER,용기,"상대 투수의 구위, 변화 능력치를 y 감소시킵니다. 6, 7, 8, 9번 타순 배치 시 정확, 인내 능력치가 z 증가합니다."
BLACK_008,BLACK,BATTER,터점 사냥꾼,"상대 투수의 구위, 변화, 구속 능력치를 y 감소시킵니다. 주자가 있을 때 파워, 정확 능력치가 z 증가합니다. 타점 배틀에서 파워, 선구 능력치가 추가로 a 증가합니다."
BLACK_009,BLACK,BATTER,도전 본능,"상대 투수의 구위, 변화, 제구, 구속 능력치를 y 감소시킵니다. 자신의 홈런이 3개 이상인 경우 파워, 정확, 선구, 인내 능력치가 z 증가합니다."
BLACK_010,BLACK,DH,선제 공격,"DH로 출전 시 상대 투수의 구위, 변화 능력치를 y 감소시킵니다. 1번 타순 배치 시 파워, 정확, 선구 능력치가 z 증가합니다."
BLACK_011,BLACK,BATTER,통찰,"상대 투수의 변화, 제구 능력치를 y 감소시킵니다. 스트라이크 카운트가 2스트라이크일 때 파워, 정확 능력치가 z 증가합니다. 라이브 매치에서 파워, 선구 능력치가 추가로 a 증가합니다."
BLACK_012,BLACK,BATTER,배팅 천재,"정확, 선구, 인내 능력치가 y 증가합니다."
BLACK_013,BLACK,SP,안정 투구,"선발로 등판 시 변화, 제구 능력치가 y 증가합니다. 변화구 선택 시 상대 타자의 정확, 선구 능력치를 z 감소시킵니다."
BLACK_014,BLACK,PITCHER,황금 정신,"구위, 구속 능력치가 y 증가합니다. 랭킹 대전, 랭킹 토너먼트, 라이브 매치에서 상대 타자의 정확 능력치를 z 감소시킵니다."
BLACK_015,BLACK,PITCHER,리그의 주도자,"구위, 변화 능력치가 y 증가합니다. 리그 모드에서 상대 타자의 파워, 정확, 선구, 인내 능력치를 z 감소시킵니다."
BLACK_016,BLACK,SP,마운드 스타,"선발로 등판 시 구위, 구속 능력치가 y 증가합니다. 속구 선택 시 상대 타자의 정확, 인내 능력치를 z 감소시킵니다."
BLACK_017,BLACK,SP,무실점 스타트,"구위, 변화, 구속 능력치가 y 증가합니다. 1, 2선발로 등판 시 6회까지 상대 타자의 정확, 선구 능력치를 z 감소시킵니다."
BLACK_018,BLACK,SP,용기,"상대 타자의 파워, 정확 능력치를 y 감소시킵니다. 4, 5선발로 등판 시 구위, 변화, 구속 능력치가 z 증가합니다."
BLACK_019,BLACK,PITCHER,냉철함,"상대 타자의 정확, 인내 능력치를 y 감소시킵니다. 주자가 있을 때 구위, 변화 능력치가 z 증가합니다. 타점 배틀에서 구위, 제구 능력치가 추가로 a 증가합니다."
BLACK_020,BLACK,PITCHER,리드 컨트롤,"상대 타자의 정확, 선구 능력치를 y 감소시킵니다. 이기고 있을 때 구위, 변화 능력치가 z 증가합니다. 라이브 매치에서 구위, 제구 능력치가 추가로 a 증가합니다."
BLACK_021,BLACK,PITCHER,베스트 컨디션,"구위, 변화, 제구, 구속 능력치가 y 증가합니다."
BLACK_022,BLACK,PITCHER,도전 본능,"상대 타자의 파워, 정확 능력치를 y 감소시킵니다. 현재 투수가 출루시킨 타자가 2명 이하인 경우 구위, 변화, 제구, 구속 능력치가 z 증가합니다."
BLACK_023,BLACK,OF,아웃필드 가디언,"LF, CF, RF 배치 시 상대 투수의 구위, 변화 능력치를 y 감소시킵니다. 3, 4, 5번 타순 배치 시 파워, 정확, 주루, 수비 능력치가 z 증가합니다."
BLACK_024,BLACK,SS,5툴 유격수,"SS 배치 시 상대 투수의 구위, 변화 능력치를 y 감소시킵니다. SS 배치 시 모든 능력치가 z 증가합니다."
HOF_001,HOF,BATTER,슬로우 스타터,"상대 투수의 구위, 변화, 구속 능력치를 y 감소시킵니다. 5회 이후부터 파워, 정확, 인내 능력치가 4 증가합니다. 7회 이후부터 추가로 파워, 정확, 선구 능력치가 z 증가합니다."
HOF_002,HOF,BATTER,레코드 홀더,"정확 능력치가 y 증가하고 상대 투수의 구위, 변화 능력치를 y 감소시킵니다. 랭킹 대전, 랭킹 토너먼트에서 파워 z, 선구 능력치가 a 증가합니다. 클럽 대전에서 정확 b, 인내 능력치가 c 증가합니다."
HOF_003,HOF,BATTER,리그의 지배자,"상대 투수의 구위, 변화, 구속, 제구 능력치를 y 감소시킵니다. 리그 모드에서 파워, 정확, 선구 능력치가 z 증가합니다. 리그 모드에서 라인업에 등록된 모든 타자의 파워, 정확 능력치를 1 증가시킵니다."
HOF_004,HOF,BATTER,스피드&컨택,"상대 투수의 구위, 변화 능력치를 5 감소시킵니다. 정확 능력치의 y%만큼 파워, 정확 능력치가 증가합니다. 평균 발사각이 3 감소합니다. 1, 2 타순으로 출전 시 파워, 정확, 선구, 주루 능력치가 z 증가합니다."
HOF_005,HOF,BATTER,장타 본능,"상대 투수의 구위, 변화 능력치를 y 감소시킵니다. 평균 발사각이 z 증가합니다. 3, 4, 5 타순으로 출전 시 파워, 정확 능력치가 a 증가하고 상대 투수의 변화 능력치를 추가로 a 감소시킵니다."
HOF_006,HOF,BATTER,숨은 위협,"파워, 정확, 선구, 인내 능력치가 6 증가합니다. 정확 능력치의 y%만큼 파워, 정확 능력치가 추가로 증가합니다. 6, 7, 8, 9 타순으로 출전 시 상대 투수의 구위, 변화 능력치를 6 감소시킵니다."
HOF_007,HOF,BATTER,게임 체인저,"상대 투수의 구위, 변화, 구속, 제구 능력치를 y 감소시킵니다. 주자가 있을 때 정확, 선구 능력치가 6 증가합니다. 주자가 3루에 있는 경우 추가로 파워, 정확, 인내 능력치가 z 증가합니다."
HOF_008,HOF,BATTER,자유 스윙,"파워, 정확, 선구 능력치가 y 증가합니다. 정확 능력치의 2%만큼 파워 능력치가 추가로 증가합니다. 주자가 없을 때 상대 투수의 구위, 변화, 구속 능력치가 3 감소합니다."
HOF_009,HOF,BATTER,타격 전문화,"상대 투수의 구위, 변화 능력치를 y 감소시킵니다. 2, 3 타순으로 출전 시 정확 능력치가 z 증가하고 상대 투수의 구위, 변화 능력치를 추가로 z 감소시킵니다. 4, 5번 타순으로 출전 시 파워, 정확, 선구 능력치가 a 증가합니다."
HOF_010,HOF,BATTER,두번째 기회,"상대 투수의 구위, 변화, 구속 능력치를 y 감소시키고 타자의 정확, 인내 능력치가 y 증가합니다. 타자 본인이 직전 타석에서 출루에 실패했을 시 이번 타석에서 모든 능력치가 z 증가합니다."
HOF_011,HOF,BATTER,멘탈 게임,"모든 능력치가 y 증가합니다. 좋은 타격 타이밍일 때 파워, 정확 능력치가 8 증가합니다. 주자로 나가 있는 동안 상대 투수의 구위, 변화, 제구 능력치를 z 감소시킵니다."
HOF_012,HOF,BATTER,타자 케미스트리,"상대 투수의 구위 능력치를 y 감소시키고 모든 능력치가 y 증가합니다. 라인업에 등록된 모든 타자의 파워, 정확 능력치를 z 증가시킵니다."
HOF_013,HOF,BATTER,하드 히터,"상대 투수의 구위, 변화, 구속, 제구 능력치를 y 감소시킵니다. 스트라이크 타격 시 파워 능력치가 z 증가합니다. 당겨치기 시 파워 능력치가 a 증가합니다. 밀어치기 시 정확 능력치가 a 증가합니다."
HOF_014,HOF,BATTER,에이스 스페셜리스트,"모든 능력치가 y 증가합니다. 상대 투수의 OVR이 더 높은 경우 파워, 정확, 선구, 인내 능력치가 z 증가합니다."
HOF_015,HOF,BATTER,적응형 타자,"상대 투수의 구위 능력치를 y 감소시키고 타자의 모든 능력치가 y 증가합니다. 우투수 상대로 좌타석에 들어가는 경우 파워, 정확, 선구 능력치가 추가로 z 증가합니다. 좌투수 상대로 우타석에 들어가는 경우 파워, 정확, 선구 능력치가 추가로 z 증가합니다."
HOF_016,HOF,"LF, RF",강한 어깨,"파워, 정확 능력치가 y 증가하고 상대 투수의 구위 능력치를 y 감소시킵니다. LF, RF 포지션 배치 시 파워, 정확, 주루, 수비 능력치가 추가로 z 증가합니다."
HOF_017,HOF,BATTER,백투백,"상대 투수의 구위, 변화, 제구 능력치를 y 감소시킵니다. 직전 타자가 출루 성공 시 파워 능력치가 z 증가합니다. 직전 타자가 홈런에 성공한 경우 파워, 정확, 선구 능력치가 추가로 a 증가합니다."
HOF_018,HOF,BATTER,디셉션 헌터,"파워, 정확 능력치가 5 증가하고 상대 투수의 구위 능력치를 5 감소시킵니다. 선구 능력치가 상대 투수의 제구 능력치보다 높은 경우 상대 투수의 구위, 변화 능력치를 추가로 y 감소시킵니다."
HOF_019,HOF,PITCHER,슬로우 스타터,"상대 타자의 파워, 정확, 인내 능력치를 y 감소시킵니다. 5회 이후부터 구위, 변화, 구속 능력치가 4 증가합니다. 7회 이후부터 추가로 구위, 변화, 제구 능력치가 z 증가합니다."
HOF_020,HOF,PITCHER,레코드 홀더,"변화 능력치가 y 증가하고 상대 타자의 파워, 정확 능력치를 y 감소시킵니다. 랭킹 대전, 랭킹 토너먼트에서 구위 z, 제구 능력치가 a 증가합니다. 클럽 대전에서 변화 b, 구속 능력치가 c 증가합니다."
HOF_021,HOF,PITCHER,리그의 지배자,"상대 타자의 파워, 정확, 선구, 인내 능력치를 y 감소시킵니다. 리그 모드에서 구위, 변화, 제구 능력치가 z 증가합니다. 리그 모드에서 라인업에 등록된 모든 투수의 구위, 변화 능력치를 1 증가시킵니다."
HOF_022,HOF,SP,프론트라인 에이스,"상대 타자의 파워, 정확 능력치를 5 감소시킵니다. 변화 능력치의 y%만큼 구위, 변화 능력치가 증가합니다. 1, 2 선발 배치 시 구위, 변화, 제구, 구속 능력치가 추가로 z 증가합니다."
HOF_023,HOF,SP,신뢰의 선발,"상대 타자의 파워, 정확 능력치를 y 감소시킵니다. 3, 4 선발 배치 시 구위, 변화 능력치가 z 증가하고 상대 타자의 정확 능력치를 추가로 z 감소시킵니다."
HOF_024,HOF,PITCHER,소방수,"구위, 변화, 제구, 구속 능력치가 6 증가합니다. 변화 능력치의 y%만큼 구위, 변화 능력치가 추가로 증가합니다. 등판 후 상대하는 여섯 타자 동안 상대 타자의 파워, 정확 능력치를 6 감소시킵니다."
HOF_025,HOF,PITCHER,리드 수호자,"상대 타자의 정확, 파워 능력치를 4 감소시킵니다. 등판 시 비기거나 리드 상황일 경우 구위, 변화 능력치가 y 증가하고 상대 타자의 정확 능력치를 추가로 y 감소시킵니다."
HOF_026,HOF,PITCHER,불굴,"모든 능력치가 y 증가합니다. 등판 중 리드 시 상대 타자의 정확, 파워가 4 감소하고 비기거나 지고 있는 상황에선 상대 타자 전체의 정확, 파워가 z 감소합니다."
HOF_027,HOF,PITCHER,이스케이프 아티스트,"상대 타자의 파워, 정확, 선구, 인내 능력치를 y 감소시킵니다. 주자가 있을 때 변화, 제구 능력치가 6 증가합니다. 주자가 3루에 있는 경우 추가로 구위, 변화, 구속 능력치가 z 증가합니다."
HOF_028,HOF,PITCHER,간단한 이닝,"구위, 변화, 제구 능력치가 y 증가합니다. 변화 능력치의 2%만큼 구위 능력치가 추가로 증가합니다. 주자가 없을 때 상대 타자의 파워, 정확, 인내 능력치를 4 감소시킵니다."
HOF_029,HOF,PITCHER,결자해지,"변화, 구속 능력치가 y 증가하고 상대 타자의 파워, 정확, 인내 능력치를 y 감소시킵니다. 직전 타자가 출루에 성공했을 때 모든 능력치가 z 증가합니다."
HOF_030,HOF,PITCHER,끝판왕,"상대 타자의 파워, 정확 능력치를 y 감소시킵니다. 8회 이후 구위, 변화, 제구 능력치가 y 증가하고 상대 타자의 파워, 정확 능력치를 추가로 z 감소시킵니다."
HOF_031,HOF,PITCHER,투수 케미스트리,"상대 타자의 파워 능력치를 y 감소시키고 모든 능력치가 y 증가합니다. 라인업에 등록된 모든 투수의 구위, 변화 능력치를 z 증가시킵니다."
HOF_032,HOF,PITCHER,에이스 스페셜리스트,"모든 능력치가 y 증가합니다. 상대 타자의 OVR이 더 높은 경우 구위, 구속, 변화, 제구 능력치가 z 증가합니다."
HOF_033,HOF,SP,워크호스,"상대 타자의 파워, 정확 능력치를 4 감소시킵니다. 지구력 능력치의 y%만큼 구위, 변화 능력치가 증가합니다. 선발 투수로 등판 시 구속, 변화, 제구 능력치가 추가로 z 증가합니다."
HOF_034,HOF,PITCHER,점화 플러그,"변화 능력치의 y%만큼 구위 능력치가 증가하고 상대 타자의 파워, 정확 능력치를 4 감소시킵니다. 직전 타자를 삼진 아웃 시켰을 시 상대 타자의 파워, 정확 능력치를 추가로 z 감소시킵니다."
HOF_035,HOF,PITCHER,하위타선 지배자,"상대 타자의 파워, 정확, 선구, 인내 능력치를 y 감소시킵니다. 상대 6, 7, 8, 9 타순 상대 시 구위, 변화, 제구 능력치가 z 증가합니다."
HOF_036,HOF,PITCHER,디셉션 커맨더,"구위, 변화 능력치가 5 증가하고 상대 타자의 파워 능력치가 5 감소합니다. 제구 능력치가 상대 타자의 선구 능력치보다 높은 경우 상대 타자의 파워, 정확 능력치를 추가로 y 감소합니다."
HOF_037,HOF,PITCHER,너클볼 마스터,"구위 능력치가 4 감소하고 변화 능력치가 y 증가합니다. 변화구 선택 시 상대 타자의 파워, 정확, 선구 능력치를 z 감소시킵니다. 너클볼 선택 시 상대 타자의 정확 능력치를 추가로 3 감소시킵니다."
HOF_038,HOF,SP,300승 투수,"구위, 변화 능력치가 y 증가합니다. 1선발 등판 시 7회까지 상대 타자의 파워, 정확 능력치를 z 감소시킵니다. 비기거나 리드 상황일 경우 상대 타자의 파워, 정확 능력치를 추가로 y 감소시킵니다."
HOF_039,HOF,PITCHER,심리전의 달인,상대 타자의 모든 능력치를 y 감소시킵니다.
HOF_040,HOF,SP,빅 유닛,"모든 능력치가 y 증가합니다. 상대 타자가 좌타자인 경우 파워, 정확, 선구, 인내 능력치를 z 감소시킵니다. 좌완 선발로 등판 시 상대 타자의 파워, 정확, 선구, 인내 능력치를 y 감소시킵니다."
HOF_041,HOF,BATTER,콜드 샷,"상대 투수의 구위, 변화 능력치를 y 감소시키고 파워 능력치가 y 증가합니다. 타자 본인이 직전 타석에서 홈런에 실패했을 시 이번 타석에서 상대 투수의 구위, 변화 능력치를 추가로 z 감소시킵니다."
HOF_042,HOF,BATTER,꾸준함,"상대 투수의 구위, 변화 능력치를 y 감소시킵니다. 스트라이크 타격 시 파워 능력치가 y 증가합니다. 타자 본인이 직전 타석에서 출루에 실패했을 시 이번 타석에서 파워, 정확 능력치가 추가로 z 증가합니다."
HOF_043,HOF,BATTER,철마,모든 능력치가 y 증가합니다.
HOF_044,HOF,DH,빅 히트,"상대 투수의 구위, 변화, 제구, 구속 능력치를 y 감소시킵니다. DH 배치 시 상대 투수의 구위, 변화, 제구, 구속 능력치를 추가로 z 감소시킵니다."
