skill_id,stat,condition,values,base_stat
G_073,정확,ALWAYS,1/1/1/1/2/2/3/3/4,
G_074,정확,ALWAYS,1/2/3/4/5/6/7/8/9,
G_074,구위,1_3회,2,
G_074,변화,1_3회,2,
G_074,구위,4_6회,5,
G_074,변화,4_6회,5,
G_074,구위,7_9회,7,
G_074,변화,7_9회,7,
G_075,파워,ALWAYS,1/2/3/4/5/6/7/8/9,
G_075,구위,1_3회,7,
G_075,변화,1_3회,7,
G_075,구위,4_6회,5,
G_075,변화,4_6회,5,
G_075,구위,7_9회,2,
G_075,변화,7_9회,2,
G_076,정확,ALWAYS,1/2/3/4/5/6/7/8/9,
G_076,선구,ALWAYS,1/2/3/4/5/6/7/8/9,
G_076,구위,ALWAYS,1/1/1/1/2/3/4/5/6,
G_076,변화,ALWAYS,1/1/1/1/2/3/4/5/6,
M_001,파워,ALWAYS,5,
M_001,정확,ALWAYS,5,
M_001,선구,ALWAYS,5,
M_001,인내,ALWAYS,5,
M_001,파워,홈,1,
M_001,정확,홈,1,
M_001,인내,홈,1,
M_002,구위,ALWAYS,4,
M_002,변화,ALWAYS,4,
M_002,제구,ALWAYS,4,
M_002,구속,OVR열세,5,
M_002,구위,OVR열세,5,
M_002,변화,OVR열세,5,
M_002,제구,OVR열세,5,
M_002,지구력,OVR열세,5,
M_002,수비,OVR열세,5,
M_003,파워,ALWAYS,5,
M_003,정확,ALWAYS,5,
M_003,선구,ALWAYS,5,
M_003,파워,스윗스팟,2,
M_004,파워,ALWAYS,3,
M_004,정확,ALWAYS,3,
M_004,선구,ALWAYS,3,
M_004,인내,ALWAYS,3,
M_004,주루,ALWAYS,3,
M_004,수비,ALWAYS,3,
M_004,파워,모드_랭킹대전+모드_라이브매치,6,
M_004,정확,모드_랭킹대전+모드_라이브매치,6,
M_004,인내,모드_랭킹대전+모드_라이브매치,6,
M_004,구위,OVR열세,4,
M_004,변화,OVR열세,4,
M_005,파워,ALWAYS,4,
M_005,정확,ALWAYS,4,
M_005,선구,ALWAYS,4,
M_005,인내,ALWAYS,4,
M_005,파워,리드,2,
M_005,정확,리드,2,
M_005,선구,리드,2,
M_005,인내,리드,2,
M_006,구위,ALWAYS,2,
M_006,변화,ALWAYS,2,
M_006,파워,ALWAYS,6,
M_006,정확,ALWAYS,6,
M_006,인내,ALWAYS,6,
M_006,수비,ALWAYS,1,
M_007,구위,ALWAYS,6,
M_007,변화,ALWAYS,6,
M_007,파워,포지션_OF+포지션_SS,5,
M_007,정확,포지션_OF+포지션_SS,5,
M_007,주루,포지션_OF+포지션_SS,10,
M_007,수비,포지션_OF+포지션_SS,10,
M_008,구속,ALWAYS,6,
M_008,구위,ALWAYS,6,
M_008,변화,ALWAYS,6,
M_008,제구,ALWAYS,6,
M_008,지구력,ALWAYS,6,
M_008,수비,ALWAYS,6,
M_008,파워,ALWAYS,6,
M_008,정확,ALWAYS,6,
M_008,선구,ALWAYS,6,
M_008,인내,ALWAYS,6,
M_010,파워,ALWAYS,5,
M_010,정확,ALWAYS,5,
M_010,선구,ALWAYS,5,
M_010,인내,ALWAYS,5,
M_010,주루,ALWAYS,5,
M_010,수비,ALWAYS,5,
M_010,파워,포지션_DH,5,
M_010,정확,포지션_DH,5,
M_010,주루,포지션_DH,5,
M_011,구위,ALWAYS,4,
M_011,변화,ALWAYS,4,
M_011,파워,타순6_9+타순8_9,6,
M_011,정확,타순6_9+타순8_9,6,
M_011,선구,타순6_9+타순8_9,6,
M_011,인내,타순6_9+타순8_9,6,
M_011,주루,타순6_9+타순8_9,6,
M_011,수비,타순6_9+타순8_9,6,
M_012,파워,ALWAYS,7,
M_012,정확,ALWAYS,7,
M_012,선구,ALWAYS,7,
M_012,인내,ALWAYS,7,
M_012,주루,ALWAYS,7,
M_012,수비,ALWAYS,7,
M_012,구위,주자있음,3,
M_012,변화,주자있음,3,
M_013,파워,ALWAYS,5,
M_013,정확,ALWAYS,5,
M_013,선구,ALWAYS,5,
M_013,인내,ALWAYS,5,
M_013,주루,ALWAYS,5,
M_013,수비,ALWAYS,5,
M_013,파워,홈,5,
M_013,정확,홈,5,
M_013,인내,홈,5,
M_013,구위,원정,5,
M_013,변화,원정,5,
M_013,지구력,원정,5,
M_014,파워,ALWAYS,5,
M_014,정확,ALWAYS,5,
M_014,선구,ALWAYS,5,
M_014,인내,ALWAYS,5,
M_014,주루,ALWAYS,5,
M_014,수비,ALWAYS,5,
M_014,변화,포지션_C,1,
M_014,구위,포지션_C,2,
M_015,구위,ALWAYS,5,
M_015,변화,ALWAYS,5,
M_015,제구,ALWAYS,5,
M_015,지구력,ALWAYS,5,
M_015,구위,홈,1,
M_015,변화,홈,1,
M_015,지구력,홈,1,
M_016,파워,ALWAYS,4,
M_016,정확,ALWAYS,4,
M_016,인내,ALWAYS,4,
M_016,파워,OVR열세,5,
M_016,정확,OVR열세,5,
M_016,선구,OVR열세,5,
M_016,인내,OVR열세,5,
M_016,주루,OVR열세,5,
M_016,수비,OVR열세,5,
M_017,구위,ALWAYS,5,
M_017,변화,ALWAYS,5,
M_017,제구,ALWAYS,5,
M_017,파워,비김또는리드+포지션_RP_CP,5,
M_017,정확,비김또는리드+포지션_RP_CP,5,
M_018,구위,ALWAYS,4,
M_018,변화,ALWAYS,4,
M_018,구속,ALWAYS,4,
M_018,파워,ALWAYS,6,
M_018,정확,ALWAYS,6,
M_019,구위,ALWAYS,6,
M_019,변화,ALWAYS,6,
M_019,수비,ALWAYS,6,
M_019,파워,포지션_SP+7회까지,3,
M_019,정확,포지션_SP+7회까지,3,
M_019,선구,포지션_SP+7회까지,3,
M_020,구속,ALWAYS,3,
M_020,구위,ALWAYS,3,
M_020,변화,ALWAYS,3,
M_020,제구,ALWAYS,3,
M_020,지구력,ALWAYS,3,
M_020,수비,ALWAYS,3,
M_020,구위,모드_랭킹대전+모드_라이브매치,6,
M_020,변화,모드_랭킹대전+모드_라이브매치,6,
M_020,제구,모드_랭킹대전+모드_라이브매치,6,
M_020,파워,OVR열세,4,
M_020,정확,OVR열세,4,
M_021,구속,ALWAYS,6,
M_021,구위,ALWAYS,6,
M_021,변화,ALWAYS,6,
M_021,제구,ALWAYS,6,
M_021,지구력,ALWAYS,6,
M_021,수비,ALWAYS,6,
M_022,구위,ALWAYS,4,
M_022,변화,ALWAYS,4,
M_022,제구,ALWAYS,4,
M_022,구속,ALWAYS,4,
M_022,구위,리드,2,
M_022,변화,리드,2,
M_022,제구,리드,2,
M_022,구속,리드,2,
M_023,파워,ALWAYS,6,
M_023,정확,ALWAYS,6,
M_023,선구,ALWAYS,6,
M_023,인내,ALWAYS,6,
M_023,주루,ALWAYS,6,
M_023,수비,ALWAYS,6,
M_023,구위,ALWAYS,6,
M_023,변화,ALWAYS,6,
M_023,제구,ALWAYS,6,
M_023,구속,ALWAYS,6,
M_024,파워,ALWAYS,4,
M_024,정확,ALWAYS,4,
M_024,선구,ALWAYS,4,
M_024,구위,비김또는리드,5,
M_024,변화,비김또는리드,5,
M_024,구속,비김또는리드,5,
M_024,구위,ALWAYS,6,
M_024,변화,ALWAYS,6,
M_024,제구,ALWAYS,6,
M_025,구위,ALWAYS,6,
M_025,변화,ALWAYS,6,
M_025,구속,ALWAYS,6,
M_025,파워,주자있음,5,
M_025,정확,주자있음,5,
M_025,인내,주자있음,5,
M_025,구위,OVR열세,3,
M_025,변화,OVR열세,3,
M_025,제구,OVR열세,3,
M_026,구속,ALWAYS,7,
M_026,구위,ALWAYS,7,
M_026,변화,ALWAYS,7,
M_026,제구,ALWAYS,7,
M_026,지구력,ALWAYS,7,
M_026,수비,ALWAYS,7,
M_026,파워,ALWAYS,2,
M_026,정확,ALWAYS,2,
M_027,파워,7회이후,2,
M_027,정확,7회이후,2,
M_027,선구,7회이후,2,
M_027,인내,7회이후,2,
M_027,파워,ALWAYS,7,
M_027,정확,ALWAYS,7,
M_027,선구,ALWAYS,7,
M_028,구속,ALWAYS,5,
M_028,구위,ALWAYS,5,
M_028,변화,ALWAYS,5,
M_028,제구,ALWAYS,5,
M_028,지구력,ALWAYS,5,
M_028,수비,ALWAYS,5,
M_028,구위,홈,5,
M_028,변화,홈,5,
M_028,지구력,홈,5,
M_028,파워,원정,5,
M_028,정확,원정,5,
M_028,인내,원정,5,
M_029,구위,ALWAYS,7,
M_029,변화,ALWAYS,7,
M_029,제구,ALWAYS,7,
M_029,구위,등판후9타자,5,
M_029,변화,등판후9타자,5,
M_029,제구,등판후9타자,5,
M_029,파워,모드_리그+모드_라이브매치+모드_타점배틀,3,
M_029,정확,모드_리그+모드_라이브매치+모드_타점배틀,3,
M_030,파워,ALWAYS,5,
M_030,정확,ALWAYS,5,
M_030,선구,ALWAYS,5,
M_030,구위,OVR열세,5,
M_030,변화,OVR열세,5,
M_030,제구,OVR열세,5,
M_031,구위,ALWAYS,6,
M_031,변화,ALWAYS,6,
M_031,제구,ALWAYS,6,
M_031,구위,ALWAYS,8,
M_031,변화,ALWAYS,8,
M_031,파워,비김또는리드,9,
M_031,정확,비김또는리드,9,
M_031,선구,비김또는리드,9,
M_032,파워,ALWAYS,7,
M_032,정확,ALWAYS,7,
M_032,선구,ALWAYS,7,
M_032,파워,두번째타석까지,5,
M_032,정확,두번째타석까지,5,
M_032,선구,두번째타석까지,5,
M_032,구위,모드_리그+모드_라이브매치+모드_타점배틀,3,
M_032,변화,모드_리그+모드_라이브매치+모드_타점배틀,3,
M_033,구위,ALWAYS,5,
M_033,변화,ALWAYS,5,
M_033,제구,ALWAYS,5,
M_033,파워,OVR열세,5,
M_033,정확,OVR열세,5,
M_033,선구,OVR열세,5,
M_034,파워,ALWAYS,3,
M_034,정확,ALWAYS,3,
M_034,파워,OVR우세,5,
M_034,정확,OVR우세,5,
M_034,파워,스윗스팟,10,
M_034,정확,스윗스팟,5,
M_035,파워,ALWAYS,2,
M_035,정확,ALWAYS,2,
M_035,선구,ALWAYS,2,
M_035,인내,ALWAYS,2,
M_035,주루,ALWAYS,2,
M_035,수비,ALWAYS,2,
M_035,파워,주자있음,3,
M_035,정확,주자있음,3,
M_035,인내,주자있음,3,
M_036,파워,ALWAYS,6,
M_036,정확,ALWAYS,6,
M_036,선구,ALWAYS,6,
M_036,인내,ALWAYS,6,
M_036,주루,ALWAYS,6,
M_036,수비,ALWAYS,6,
M_036,파워,모드_리그,8,
M_036,정확,모드_리그,8,
M_036,선구,모드_리그,8,
M_036,인내,모드_리그,8,
M_036,주루,모드_리그,8,
M_036,수비,모드_리그,8,
M_037,파워,ALWAYS,4,
M_037,정확,ALWAYS,4,
M_037,선구,ALWAYS,4,
M_037,인내,ALWAYS,4,
M_037,주루,ALWAYS,4,
M_037,수비,ALWAYS,4,
M_037,파워,비김또는열세,10,
M_037,정확,비김또는열세,10,
M_037,선구,비김또는열세,10,
M_038,구속,ALWAYS,2,
M_038,구위,ALWAYS,2,
M_038,변화,ALWAYS,2,
M_038,제구,ALWAYS,2,
M_038,지구력,ALWAYS,2,
M_038,수비,ALWAYS,2,
M_038,변화,주자있음,3,
M_038,구속,주자있음,3,
M_039,구속,ALWAYS,6,
M_039,구위,ALWAYS,6,
M_039,변화,ALWAYS,6,
M_039,제구,ALWAYS,6,
M_039,지구력,ALWAYS,6,
M_039,수비,ALWAYS,6,
M_039,구속,모드_리그,8,
M_039,구위,모드_리그,8,
M_039,변화,모드_리그,8,
M_039,제구,모드_리그,8,
M_039,지구력,모드_리그,8,
M_039,수비,모드_리그,8,
M_040,구속,ALWAYS,4,
M_040,구위,ALWAYS,4,
M_040,변화,ALWAYS,4,
M_040,제구,ALWAYS,4,
M_040,지구력,ALWAYS,4,
M_040,수비,ALWAYS,4,
M_040,구위,비김또는열세,10,
M_040,변화,비김또는열세,10,
M_040,제구,비김또는열세,10,
M_041,구위,ALWAYS,10,
M_041,변화,ALWAYS,10,
M_041,파워,인내<구속,10,
M_041,정확,인내<구속,10,
M_041,선구,인내<구속,10,
M_042,파워,ALWAYS,11,
M_042,정확,ALWAYS,11,
M_042,선구,ALWAYS,11,
M_042,인내,ALWAYS,11,
M_042,주루,ALWAYS,11,
M_042,수비,ALWAYS,11,
M_042,구위,마에스트로누적,12,
M_042,변화,마에스트로누적,12,
M_043,구속,ALWAYS,9,
M_043,변화,ALWAYS,9,
M_043,구위,ALWAYS,9,
M_043,제구,ALWAYS,9,
M_043,파워,9회까지,9,
M_043,정확,9회까지,9,
M_043,선구,9회까지,9,
M_044,파워,파워정확합>주루수비합,12,
M_044,정확,파워정확합>주루수비합,12,
M_044,선구,파워정확합>주루수비합,12,
M_044,파워,포지션_DH,6,
M_044,정확,포지션_DH,6,
M_044,선구,포지션_DH,6,
WBC_001,파워,ALWAYS,9/11/13,
WBC_001,정확,ALWAYS,9/11/13,
WBC_001,선구,ALWAYS,9/11/13,
WBC_001,인내,ALWAYS,9/11/13,
WBC_001,주루,ALWAYS,9/11/13,
WBC_001,수비,ALWAYS,9/11/13,
WBC_002,구위,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_002,변화,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_002,제구,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_002,파워,주자있음,7/9/11,
WBC_002,정확,주자있음,7/9/11,
WBC_003,파워,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_003,정확,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_003,선구,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_003,인내,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_003,주루,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_003,수비,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_003,파워,OVR열세,8/9/10/11/12/13/14/15/16,
WBC_003,정확,OVR열세,8/9/10/11/12/13/14/15/16,
WBC_003,선구,OVR열세,8/9/10/11/12/13/14/15/16,
WBC_003,인내,OVR열세,8/9/10/11/12/13/14/15/16,
WBC_004,파워,ALWAYS,6/8/10,
WBC_004,정확,ALWAYS,6/8/10,
WBC_004,인내,ALWAYS,6/8/10,
WBC_004,구위,모드_랭킹대전+모드_라이브매치,3/4/5/6/7/8/9/10/11,
WBC_004,변화,모드_랭킹대전+모드_라이브매치,3/4/5/6/7/8/9/10/11,
WBC_004,제구,모드_랭킹대전+모드_라이브매치,3/4/5/6/7/8/9/10/11,
WBC_005,파워,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_005,정확,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_005,선구,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_005,인내,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_005,주루,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_005,수비,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_005,파워,ALWAYS,1/2/2,
WBC_005,정확,ALWAYS,1/1/2,
WBC_006,구위,포지션_OF,6/7/8/9/10/11/12/13/14,
WBC_006,변화,포지션_OF,6/7/8/9/10/11/12/13/14,
WBC_006,파워,ALWAYS,0.02/0.02/0.03,주루+수비
WBC_006,정확,ALWAYS,0.02/0.02/0.03,주루+수비
WBC_007,구속,ALWAYS,9/11/13,
WBC_007,구위,ALWAYS,9/11/13,
WBC_007,변화,ALWAYS,9/11/13,
WBC_007,제구,ALWAYS,9/11/13,
WBC_007,지구력,ALWAYS,9/11/13,
WBC_007,수비,ALWAYS,9/11/13,
WBC_008,파워,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_008,정확,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_008,인내,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_008,구위,주자있음,7/9/11,
WBC_008,변화,주자있음,7/9/11,
WBC_009,구속,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_009,구위,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_009,변화,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_009,제구,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_009,지구력,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_009,수비,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_009,구위,OVR열세,8/9/10/11/12/13/14/15/16,
WBC_009,변화,OVR열세,8/9/10/11/12/13/14/15/16,
WBC_009,제구,OVR열세,8/9/10/11/12/13/14/15/16,
WBC_009,구속,OVR열세,8/9/10/11/12/13/14/15/16,
WBC_010,구위,ALWAYS,6/8/10,
WBC_010,변화,ALWAYS,6/8/10,
WBC_010,구속,ALWAYS,6/8/10,
WBC_010,파워,모드_랭킹대전+모드_라이브매치,3/4/5/6/7/8/9/10/11,
WBC_010,정확,모드_랭킹대전+모드_라이브매치,3/4/5/6/7/8/9/10/11,
WBC_010,선구,모드_랭킹대전+모드_라이브매치,3/4/5/6/7/8/9/10/11,
WBC_011,구속,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_011,구위,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_011,변화,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_011,제구,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_011,지구력,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_011,수비,ALWAYS,8/9/10/11/12/13/14/15/16,
WBC_011,변화,ALWAYS,1/1/2,
WBC_012,파워,ALWAYS,3/4/5/6/7/8/9/10/11,
WBC_012,정확,ALWAYS,3/4/5/6/7/8/9/10/11,
WBC_012,구속,선발1_2,3/4/5/6/7/8/9/10/11,
WBC_012,구위,선발1_2,3/4/5/6/7/8/9/10/11,
WBC_012,변화,선발1_2,3/4/5/6/7/8/9/10/11,
WBC_012,제구,선발1_2,3/4/5/6/7/8/9/10/11,
WBC_012,지구력,선발1_2,3/4/5/6/7/8/9/10/11,
WBC_012,수비,선발1_2,3/4/5/6/7/8/9/10/11,
WBC_013,구위,ALWAYS,0.04/0.04/0.05,구속
WBC_013,변화,ALWAYS,0.04/0.04/0.05,구속
WBC_013,파워,속구선택,6/7/8/9/10/11/12/13/14,
WBC_013,정확,속구선택,6/7/8/9/10/11/12/13/14,
WBC_013,선구,속구선택,6/7/8/9/10/11/12/13/14,
WBC_014,파워,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_014,정확,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_014,선구,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_014,구위,주자없음,5/7/9,
WBC_014,변화,주자없음,5/7/9,
WBC_015,구위,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_015,변화,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_015,파워,타순1,7/8/9/10/11/12/13/14/15,
WBC_015,정확,타순1,7/8/9/10/11/12/13/14/15,
WBC_015,선구,타순1,7/8/9/10/11/12/13/14/15,
WBC_015,인내,타순1,7/8/9/10/11/12/13/14/15,
WBC_015,주루,타순1,7/8/9/10/11/12/13/14/15,
WBC_015,수비,타순1,7/8/9/10/11/12/13/14/15,
WBC_016,파워,ALWAYS,9/10/11/12/13/14/15/16/17,
WBC_016,정확,ALWAYS,9/10/11/12/13/14/15/16/17,
WBC_016,선구,ALWAYS,9/10/11/12/13/14/15/16/17,
WBC_016,주루,ALWAYS,9/10/11/12/13/14/15/16/17,
WBC_016,구위,ALWAYS,6/7/8/9/10/11/12/13/14,
WBC_016,변화,ALWAYS,6/7/8/9/10/11/12/13/14,
BLACK_001,파워,발사각조건+포지션_DH,1/2/3/4/5/8/11,
BLACK_001,인내,발사각조건+포지션_DH,1/2/3/4/5/8/11,
BLACK_001,정확,발사각조건+포지션_DH,1/2/3/4/5/8/11,
BLACK_001,선구,발사각조건+포지션_DH,1/2/3/4/5/8/11,
BLACK_001,구위,발사각조건+포지션_DH,2/3/3/4/4/6/7,
BLACK_001,변화,발사각조건+포지션_DH,2/3/3/4/4/6/7,
BLACK_001,구속,발사각조건+포지션_DH,2/3/3/4/4/6/7,
BLACK_002,정확,ALWAYS,2/3/3/4/4/7/9,
BLACK_002,파워,ALWAYS,2/3/3/4/4/7/9,
BLACK_002,인내,ALWAYS,2/3/3/4/4/7/9,
BLACK_002,구위,모드_랭킹대전+모드_라이브매치,1/1/1/1/2/4/6,
BLACK_002,변화,모드_랭킹대전+모드_라이브매치,1/1/1/1/2/4/6,
BLACK_003,파워,ALWAYS,1/2/3/4/5/6/7,
BLACK_003,정확,ALWAYS,1/2/3/4/5/6/7,
BLACK_003,구위,모드_리그,3/4/5/6/7/11/15,
BLACK_003,변화,모드_리그,3/4/5/6/7/11/15,
BLACK_003,제구,모드_리그,3/4/5/6/7/11/15,
BLACK_003,구속,모드_리그,3/4/5/6/7/11/15,
BLACK_004,파워,타순1_2,2/3/3/4/4/7/9,
BLACK_004,정확,타순1_2,2/3/3/4/4/7/9,
BLACK_004,선구,타순1_2,2/3/3/4/4/7/9,
BLACK_004,인내,타순1_2,2/3/3/4/4/7/9,
BLACK_004,주루,타순1_2,2/3/3/4/4/7/9,
BLACK_004,수비,타순1_2,2/3/3/4/4/7/9,
BLACK_004,파워,주자있음+발사각조건,1/2/3/4/5/8/10,
BLACK_004,정확,주자있음+발사각조건,1/2/3/4/5/8/10,
BLACK_004,정확,주자없음+발사각조건,4/5/6/7/8/11/14,
BLACK_004,선구,주자없음+발사각조건,4/5/6/7/8/11/14,
BLACK_004,인내,주자없음+발사각조건,4/5/6/7/8/11/14,
BLACK_005,구위,ALWAYS,2/3/3/4/4/5/6,
BLACK_005,변화,ALWAYS,2/3/3/4/4/5/6,
BLACK_005,파워,타순3_4_5+타순4_5,1/2/3/4/5/7/11,
BLACK_005,정확,타순3_4_5+타순4_5,1/2/3/4/5/7/11,
BLACK_005,선구,타순3_4_5+타순4_5,1/2/3/4/5/7/11,
BLACK_005,인내,타순3_4_5+타순4_5,1/2/3/4/5/7/11,
BLACK_006,파워,타순8_9,5/5/5/5/5/4/4,
BLACK_006,정확,타순8_9,5/6/7/8/9/11/13,
BLACK_006,선구,타순8_9,5/6/7/8/9/11/13,
BLACK_006,인내,타순8_9,5/6/7/8/9/11/13,
BLACK_006,주루,타순8_9,5/6/7/8/9/11/13,
BLACK_006,구위,ALWAYS,2/2/3/3/4/4/5,
BLACK_006,변화,ALWAYS,2/2/3/3/4/4/5,
BLACK_007,구위,ALWAYS,2/3/3/4/4/6/7,
BLACK_007,변화,ALWAYS,2/3/3/4/4/6/7,
BLACK_007,정확,타순6_9+타순8_9,2/2/3/3/4/6/8,
BLACK_007,파워,타순6_9+타순8_9,2/2/3/3/4/6/8,
BLACK_007,인내,타순6_9+타순8_9,2/2/3/3/4/6/8,
BLACK_008,구위,ALWAYS,1/1/2/2/2/4/5,
BLACK_008,변화,ALWAYS,1/1/2/2/2/4/5,
BLACK_008,구속,ALWAYS,1/1/2/2/2/4/5,
BLACK_008,파워,주자있음,2/3/3/4/4/6/7,
BLACK_008,정확,주자있음,2/3/3/4/4/6/7,
BLACK_008,파워,모드_타점배틀,1/2/3/4/5/8/12,
BLACK_008,선구,모드_타점배틀,1/2/3/4/5/8/12,
BLACK_009,구위,ALWAYS,2/3/3/4/4/7/9,
BLACK_009,변화,ALWAYS,2/3/3/4/4/7/9,
BLACK_009,제구,ALWAYS,2/3/3/4/4/7/9,
BLACK_009,구속,ALWAYS,2/3/3/4/4/7/9,
BLACK_009,파워,상대팀홈런3,1/1/1/1/2/4/6,
BLACK_009,정확,상대팀홈런3,1/1/1/1/2/4/6,
BLACK_009,선구,상대팀홈런3,1/1/1/1/2/4/6,
BLACK_009,인내,상대팀홈런3,1/1/1/1/2/4/6,
BLACK_010,구위,포지션_DH,2/3/3/4/4/7/9,
BLACK_010,변화,포지션_DH,2/3/3/4/4/7/9,
BLACK_010,파워,타순1,1/2/3/4/5/8/10,
BLACK_010,정확,타순1,1/2/3/4/5/8/10,
BLACK_010,선구,타순1,1/2/3/4/5/8/10,
BLACK_011,변화,ALWAYS,2/3/3/4/4/6/8,
BLACK_011,제구,ALWAYS,2/3/3/4/4/6/8,
BLACK_011,파워,1스트라이크,3/3/3/3/4/5/6,
BLACK_011,정확,1스트라이크,3/3/3/3/4/5/6,
BLACK_011,파워,2스트라이크,6/6/6/6/8/10/12,
BLACK_011,정확,2스트라이크,6/6/6/6/8/10/12,
BLACK_011,파워,모드_라이브매치,1/1/2/3/4/6/8,
BLACK_011,선구,모드_라이브매치,1/1/2/3/4/6/8,
BLACK_012,정확,ALWAYS,3/4/5/6/7/10/13,
BLACK_012,파워,ALWAYS,3/4/5/6/7/10/13,
BLACK_012,선구,ALWAYS,3/4/5/6/7/10/13,
BLACK_012,인내,ALWAYS,3/4/5/6/7/10/13,
BLACK_013,변화,포지션_SP,2/3/4/5/6/10/14,
BLACK_013,제구,포지션_SP,2/3/4/5/6/10/14,
BLACK_013,정확,변화구선택,1/2/3/4/5/8/12,
BLACK_013,선구,변화구선택,1/2/3/4/5/8/12,
BLACK_014,구위,ALWAYS,2/3/3/4/4/7/9,
BLACK_014,변화,ALWAYS,2/3/3/4/4/7/9,
BLACK_014,구속,ALWAYS,2/3/3/4/4/7/9,
BLACK_014,정확,모드_랭킹대전+모드_라이브매치,1/1/1/1/2/4/6,
BLACK_014,파워,모드_랭킹대전+모드_라이브매치,1/1/1/1/2/4/6,
BLACK_015,구위,ALWAYS,1/2/3/4/5/6/7,
BLACK_015,변화,ALWAYS,1/2/3/4/5/6/7,
BLACK_015,파워,모드_리그,3/4/5/6/7/11/15,
BLACK_015,정확,모드_리그,3/4/5/6/7/11/15,
BLACK_015,선구,모드_리그,3/4/5/6/7/11/15,
BLACK_015,인내,모드_리그,3/4/5/6/7/11/15,
BLACK_016,구위,포지션_SP,2/3/4/5/6/10/14,
BLACK_016,구속,포지션_SP,2/3/4/5/6/10/14,
BLACK_016,정확,속구선택,1/2/3/4/5/8/12,
BLACK_016,인내,속구선택,1/2/3/4/5/8/12,
BLACK_017,구위,ALWAYS,2/3/3/4/4/6/9,
BLACK_017,변화,ALWAYS,2/3/3/4/4/6/9,
BLACK_017,구속,ALWAYS,2/3/3/4/4/6/9,
BLACK_017,정확,선발1_2+6회까지,1/2/3/4/5/7/10,
BLACK_017,선구,선발1_2+6회까지,1/2/3/4/5/7/10,
BLACK_018,파워,ALWAYS,2/3/3/4/4/6/7,
BLACK_018,정확,ALWAYS,2/3/3/4/4/6/7,
BLACK_018,구위,선발4_5,2/2/3/3/4/6/8,
BLACK_018,변화,선발4_5,2/2/3/3/4/6/8,
BLACK_018,구속,선발4_5,2/2/3/3/4/6/8,
BLACK_019,정확,ALWAYS,1/1/2/2/2/4/5,
BLACK_019,인내,ALWAYS,1/1/2/2/2/4/5,
BLACK_019,구위,주자있음,2/3/3/4/4/6/7,
BLACK_019,변화,주자있음,2/3/3/4/4/6/7,
BLACK_019,구위,모드_타점배틀,1/2/3/4/5/8/12,
BLACK_019,제구,모드_타점배틀,1/2/3/4/5/8/12,
BLACK_020,정확,ALWAYS,2/3/3/4/4/7/9,
BLACK_020,선구,ALWAYS,2/3/3/4/4/7/9,
BLACK_020,구위,리드,1/1/2/3/4/6/7,
BLACK_020,변화,리드,1/1/2/3/4/6/7,
BLACK_020,구위,모드_라이브매치,2/3/3/4/4/7/9,
BLACK_020,제구,모드_라이브매치,2/3/3/4/4/7/9,
BLACK_021,구위,ALWAYS,3/4/5/6/7/10/13,
BLACK_021,변화,ALWAYS,3/4/5/6/7/10/13,
BLACK_021,제구,ALWAYS,3/4/5/6/7/10/13,
BLACK_021,구속,ALWAYS,3/4/5/6/7/10/13,
BLACK_022,파워,ALWAYS,2/3/3/4/4/6/8,
BLACK_022,정확,ALWAYS,2/3/3/4/4/6/8,
BLACK_022,구위,이닝출루2인이상,1/1/2/3/4/6/8,
BLACK_022,변화,이닝출루2인이상,1/1/2/3/4/6/8,
