skill_id,level,option,score,selector,source
G_029,6,정주 250-200,16,STAT(정확+주루)>=250,[S1] 호타준족 (정주 250-200)
G_029,6,정주 300-340,18,STAT(정확+주루)=300..340,[S1] 호타준족 (정주 300-340)
G_029,6,정주 350-399,20,STAT(정확+주루)=350..399,[S1] 호타준족 (정주 350-399)
G_029,7,정주 200-249,15.2,STAT(정확+주루)=200..249,[S2] 호타준족 (정주 200-249)
G_029,7,정주 250-200,17.2,STAT(정확+주루)>=250,[S2] 호타준족 (정주 250-200)
G_029,7,정주 300-340,19.2,STAT(정확+주루)=300..340,[S2] 호타준족 (정주 300-340)
G_029,7,정주 350-399,21.2,STAT(정확+주루)=350..399,[S2] 호타준족 (정주 350-399)
G_029,8,정주 200-233,19.2,STAT(정확+주루)=200..233,[S3] 호타준족 (정주 200-233)
G_029,8,정주 234-266,21.2,STAT(정확+주루)=234..266,[S3] 호타준족 (정주 234-266)
G_029,8,정주 267-299,23.2,STAT(정확+주루)=267..299,[S3] 호타준족 (정주 267-299)
G_029,8,정주 300-333,25.2,STAT(정확+주루)=300..333,[S3] 호타준족 (정주 300-333)
G_029,8,정주 334-366,27.2,STAT(정확+주루)=334..366,[S3] 호타준족 (정주 334-366)
G_029,9,정주 200-233,20.4,STAT(정확+주루)=200..233,[S4] 호타준족 (정주 200-233)
G_029,9,정주 234-266,22.4,STAT(정확+주루)=234..266,[S4] 호타준족 (정주 234-266)
G_029,9,정주 267-299,24.4,STAT(정확+주루)=267..299,[S4] 호타준족 (정주 267-299)
G_029,9,정주 300-333,26.4,STAT(정확+주루)=300..333,[S4] 호타준족 (정주 300-333)
G_029,9,정주 334-366,28.4,STAT(정확+주루)=334..366,[S4] 호타준족 (정주 334-366)
G_030,5,-,9.76496,ALWAYS,[S0] 투 스트라이크 히터 (-)
G_030,6,-,12.16496,ALWAYS,[S1] 투 스트라이크 히터 (-)
G_030,7,-,13.878122,ALWAYS,[S2] 투 스트라이크 히터 (-)
G_030,8,-,17.451945,ALWAYS,[S3] 투 스트라이크 히터 (-)
G_030,9,-,18.625767,ALWAYS,[S4] 투 스트라이크 히터 (-)
G_031,5,-,11.075096,ALWAYS,[S0] 어그레시브 히터 (-)
G_031,6,-,13.24387,ALWAYS,[S1] 어그레시브 히터 (-)
G_031,7,-,15.412644,ALWAYS,[S2] 어그레시브 히터 (-)
G_031,8,-,17.581419,ALWAYS,[S3] 어그레시브 히터 (-)
G_031,9,-,19.750193,ALWAYS,[S4] 어그레시브 히터 (-)
G_032,5,-,9.699442,ALWAYS,[S0] 컴백 히터 (-)
G_032,6,-,11.982683,ALWAYS,[S1] 컴백 히터 (-)
G_032,7,-,14.265923,ALWAYS,[S2] 컴백 히터 (-)
G_032,8,-,16.549164,ALWAYS,[S3] 컴백 히터 (-)
G_032,9,-,18.832404,ALWAYS,[S4] 컴백 히터 (-)
G_033,5,-,16.541374,ALWAYS,[S0] 빌드업 (-)
G_033,6,-,22.023974,ALWAYS,[S1] 빌드업 (-)
G_033,7,-,23.173974,ALWAYS,[S2] 빌드업 (-)
G_033,8,-,24.323974,ALWAYS,[S3] 빌드업 (-)
G_033,9,-,25.473974,ALWAYS,[S4] 빌드업 (-)
G_034,5,-,15.479986,ALWAYS,[S0] 오버페이스 (-)
G_034,6,-,16.679986,ALWAYS,[S1] 오버페이스 (-)
G_034,7,-,17.879986,ALWAYS,[S2] 오버페이스 (-)
G_034,8,-,19.079986,ALWAYS,[S3] 오버페이스 (-)
G_034,9,-,20.671713,ALWAYS,[S4] 오버페이스 (-)
G_035,5,-,9.9,ALWAYS,[S0] 컨택 스페셜리스트 (-)
G_035,6,-,12.85,ALWAYS,[S1] 컨택 스페셜리스트 (-)
G_035,7,-,15.8,ALWAYS,[S2] 컨택 스페셜리스트 (-)
G_035,8,-,18.75,ALWAYS,[S3] 컨택 스페셜리스트 (-)
G_035,9,-,19.9,ALWAYS,[S4] 컨택 스페셜리스트 (-)
G_036,5,-,11.2,ALWAYS,[S0] 주도권 장악 (-)
G_036,6,-,13.675,ALWAYS,[S1] 주도권 장악 (-)
G_036,7,-,16.15,ALWAYS,[S2] 주도권 장악 (-)
G_036,8,-,18.625,ALWAYS,[S3] 주도권 장악 (-)
G_036,9,-,21.1,ALWAYS,[S4] 주도권 장악 (-)
G_037,5,-,13.05,ALWAYS,[S0] 전방위 압박 (-)
G_037,6,-,14.25,ALWAYS,[S1] 전방위 압박 (-)
G_037,7,-,17.8,ALWAYS,[S2] 전방위 압박 (-)
G_037,8,-,19,ALWAYS,[S3] 전방위 압박 (-)
G_037,9,-,22.55,ALWAYS,[S4] 전방위 압박 (-)
G_038,5,스덱코 500-599,18.9,STAT(스페셜덱)=500..599,[S0] 결속력 (스덱코 500-599)
G_038,5,스덱코 600-699,21.3,STAT(스페셜덱)=600..699,[S0] 결속력 (스덱코 600-699)
G_038,5,스덱코 700-799,23.7,STAT(스페셜덱)=700..799,[S0] 결속력 (스덱코 700-799)
G_038,6,스덱코 500-599,20.05,STAT(스페셜덱)=500..599,[S1] 결속력 (스덱코 500-599)
G_038,6,스덱코 600-699,22.45,STAT(스페셜덱)=600..699,[S1] 결속력 (스덱코 600-699)
G_038,6,스덱코 700-799,24.85,STAT(스페셜덱)=700..799,[S1] 결속력 (스덱코 700-799)
G_038,7,스덱코 500-599,21.2,STAT(스페셜덱)=500..599,[S2] 결속력 (스덱코 500-599)
G_038,7,스덱코 600-699,23.6,STAT(스페셜덱)=600..699,[S2] 결속력 (스덱코 600-699)
G_038,7,스덱코 700-799,26,STAT(스페셜덱)=700..799,[S2] 결속력 (스덱코 700-799)
G_038,8,스덱코 500-599,22.35,STAT(스페셜덱)=500..599,[S3] 결속력 (스덱코 500-599)
G_038,8,스덱코 600-699,24.75,STAT(스페셜덱)=600..699,[S3] 결속력 (스덱코 600-699)
G_038,8,스덱코 700-799,27.15,STAT(스페셜덱)=700..799,[S3] 결속력 (스덱코 700-799)
G_038,9,스덱코 500-599,23.5,STAT(스페셜덱)=500..599,[S4] 결속력 (스덱코 500-599)
G_038,9,스덱코 600-699,25.9,STAT(스페셜덱)=600..699,[S4] 결속력 (스덱코 600-699)
G_038,9,스덱코 700-799,28.3,STAT(스페셜덱)=700..799,[S4] 결속력 (스덱코 700-799)
G_039,5,-,11.75,ALWAYS,[S0] 에이스  (-)
G_039,6,-,14.1,ALWAYS,[S1] 에이스  (-)
G_039,7,-,16.45,ALWAYS,[S2] 에이스  (-)
G_039,8,-,18.8,ALWAYS,[S3] 에이스  (-)
G_039,9,-,21.15,ALWAYS,[S4] 에이스  (-)
G_040,5,-,9.2,ALWAYS,[S0] 언터쳐블 (-)
G_040,6,-,10.35,ALWAYS,[S1] 언터쳐블 (-)
G_040,7,-,11.5,ALWAYS,[S2] 언터쳐블 (-)
G_040,8,-,12.65,ALWAYS,[S3] 언터쳐블 (-)
G_040,9,-,13.8,ALWAYS,[S4] 언터쳐블 (-)
G_041,5,마무리,0.538138,ROLE=CP,[S0] 타선지원 (마무리)
G_041,5,선발,4.253025,ROLE=SP,[S0] 타선지원 (선발)
G_041,5,중계,0.708837,ROLE=RP,[S0] 타선지원 (중계)
G_041,6,마무리,0.645765,ROLE=CP,[S1] 타선지원 (마무리)
G_041,6,선발,5.10363,ROLE=SP,[S1] 타선지원 (선발)
G_041,6,중계,0.850605,ROLE=RP,[S1] 타선지원 (중계)
G_041,7,마무리,0.753393,ROLE=CP,[S2] 타선지원 (마무리)
G_041,7,선발,5.954235,ROLE=SP,[S2] 타선지원 (선발)
G_041,7,중계,0.992372,ROLE=RP,[S2] 타선지원 (중계)
G_041,8,마무리,0.861021,ROLE=CP,[S3] 타선지원 (마무리)
G_041,8,선발,6.80484,ROLE=SP,[S3] 타선지원 (선발)
G_041,8,중계,1.13414,ROLE=RP,[S3] 타선지원 (중계)
G_041,9,마무리,0.968648,ROLE=CP,[S4] 타선지원 (마무리)
G_041,9,선발,7.655445,ROLE=SP,[S4] 타선지원 (선발)
G_041,9,중계,1.275907,ROLE=RP,[S4] 타선지원 (중계)
G_042,5,-,3.335,ALWAYS,[S0] 클러치 피처 (-)
G_042,6,-,4.002,ALWAYS,[S1] 클러치 피처 (-)
G_042,7,-,4.669,ALWAYS,[S2] 클러치 피처 (-)
G_042,8,-,5.336,ALWAYS,[S3] 클러치 피처 (-)
G_042,9,-,6.003,ALWAYS,[S4] 클러치 피처 (-)
G_043,5,마무리,10.978865,ROLE=CP,[S0] 흐름 끊기 (마무리)
G_043,5,선발,1.389163,ROLE=SP,[S0] 흐름 끊기 (선발)
G_043,5,중계,8.334975,ROLE=RP,[S0] 흐름 끊기 (중계)
G_043,6,마무리,12.808676,ROLE=CP,[S1] 흐름 끊기 (마무리)
G_043,6,선발,1.62069,ROLE=SP,[S1] 흐름 끊기 (선발)
G_043,6,중계,9.724138,ROLE=RP,[S1] 흐름 끊기 (중계)
G_043,7,마무리,14.638487,ROLE=CP,[S2] 흐름 끊기 (마무리)
G_043,7,선발,1.852217,ROLE=SP,[S2] 흐름 끊기 (선발)
G_043,7,중계,11.1133,ROLE=RP,[S2] 흐름 끊기 (중계)
G_043,8,마무리,16.468298,ROLE=CP,[S3] 흐름 끊기 (마무리)
G_043,8,선발,2.083744,ROLE=SP,[S3] 흐름 끊기 (선발)
G_043,8,중계,12.502463,ROLE=RP,[S3] 흐름 끊기 (중계)
G_043,9,마무리,18.298109,ROLE=CP,[S4] 흐름 끊기 (마무리)
G_043,9,선발,2.315271,ROLE=SP,[S4] 흐름 끊기 (선발)
G_043,9,중계,13.891626,ROLE=RP,[S4] 흐름 끊기 (중계)
G_044,5,-,9.2,ALWAYS,[S0] 아티스트 (-)
G_044,6,-,10.35,ALWAYS,[S1] 아티스트 (-)
G_044,7,-,11.5,ALWAYS,[S2] 아티스트 (-)
G_044,8,-,12.65,ALWAYS,[S3] 아티스트 (-)
G_044,9,-,13.8,ALWAYS,[S4] 아티스트 (-)
G_045,5,마무리,13.16,ROLE=CP,[S0] 패기 (마무리)
G_045,5,명전 선발,8.225,ROLE=SP&GRADE=HOF,[S0] 패기 (명전 선발)
G_045,5,일반 선발,9.87,ROLE=SP&!GRADE=HOF,[S0] 패기 (일반 선발)
G_045,5,중계,14.805,ROLE=RP,[S0] 패기 (중계)
G_045,6,마무리,15.04,ROLE=CP,[S1] 패기 (마무리)
G_045,6,명전 선발,9.4,ROLE=SP&GRADE=HOF,[S1] 패기 (명전 선발)
G_045,6,일반 선발,11.28,ROLE=SP&!GRADE=HOF,[S1] 패기 (일반 선발)
G_045,6,중계,16.92,ROLE=RP,[S1] 패기 (중계)
G_045,7,마무리,16.92,ROLE=CP,[S2] 패기 (마무리)
G_045,7,명전 선발,10.575,ROLE=SP&GRADE=HOF,[S2] 패기 (명전 선발)
G_045,7,일반 선발,12.69,ROLE=SP&!GRADE=HOF,[S2] 패기 (일반 선발)
G_045,7,중계,19.035,ROLE=RP,[S2] 패기 (중계)
G_045,8,마무리,18.8,ROLE=CP,[S3] 패기 (마무리)
G_045,8,명전 선발,11.75,ROLE=SP&GRADE=HOF,[S3] 패기 (명전 선발)
G_045,8,일반 선발,14.1,ROLE=SP&!GRADE=HOF,[S3] 패기 (일반 선발)
G_045,8,중계,21.15,ROLE=RP,[S3] 패기 (중계)
G_045,9,마무리,20.68,ROLE=CP,[S4] 패기 (마무리)
G_045,9,명전 선발,12.925,ROLE=SP&GRADE=HOF,[S4] 패기 (명전 선발)
G_045,9,일반 선발,15.51,ROLE=SP&!GRADE=HOF,[S4] 패기 (일반 선발)
G_045,9,중계,23.265,ROLE=RP,[S4] 패기 (중계)
G_046,5,마무리,14.1,ROLE=CP,[S0] 수호신 (마무리)
G_046,5,명전 선발,0,ROLE=SP&GRADE=HOF,[S0] 수호신 (명전 선발)
G_046,5,일반 선발,0,ROLE=SP&!GRADE=HOF,[S0] 수호신 (일반 선발)
G_046,5,중계,4.23,ROLE=RP,[S0] 수호신 (중계)
G_046,6,마무리,16.45,ROLE=CP,[S1] 수호신 (마무리)
G_046,6,명전 선발,0,ROLE=SP&GRADE=HOF,[S1] 수호신 (명전 선발)
G_046,6,일반 선발,0,ROLE=SP&!GRADE=HOF,[S1] 수호신 (일반 선발)
G_046,6,중계,4.935,ROLE=RP,[S1] 수호신 (중계)
G_046,7,마무리,18.8,ROLE=CP,[S2] 수호신 (마무리)
G_046,7,명전 선발,0,ROLE=SP&GRADE=HOF,[S2] 수호신 (명전 선발)
G_046,7,일반 선발,0,ROLE=SP&!GRADE=HOF,[S2] 수호신 (일반 선발)
G_046,7,중계,5.64,ROLE=RP,[S2] 수호신 (중계)
G_046,8,마무리,21.15,ROLE=CP,[S3] 수호신 (마무리)
G_046,8,명전 선발,0,ROLE=SP&GRADE=HOF,[S3] 수호신 (명전 선발)
G_046,8,일반 선발,0,ROLE=SP&!GRADE=HOF,[S3] 수호신 (일반 선발)
G_046,8,중계,6.345,ROLE=RP,[S3] 수호신 (중계)
G_046,9,마무리,23.5,ROLE=CP,[S4] 수호신 (마무리)
G_046,9,명전 선발,0,ROLE=SP&GRADE=HOF,[S4] 수호신 (명전 선발)
G_046,9,일반 선발,0,ROLE=SP&!GRADE=HOF,[S4] 수호신 (일반 선발)
G_046,9,중계,7.05,ROLE=RP,[S4] 수호신 (중계)
G_047,5,-,11.75,ALWAYS,[S0] 홈 어드밴티지 (-)
G_047,6,-,14.1,ALWAYS,[S1] 홈 어드밴티지 (-)
G_047,7,-,16.45,ALWAYS,[S2] 홈 어드밴티지 (-)
G_047,8,-,18.8,ALWAYS,[S3] 홈 어드밴티지 (-)
G_047,9,-,21.15,ALWAYS,[S4] 홈 어드밴티지 (-)
G_048,5,-,8.228571,ALWAYS,[S0] 첫 단추 (-)
G_048,6,-,9.8,ALWAYS,[S1] 첫 단추 (-)
G_048,7,-,11.371429,ALWAYS,[S2] 첫 단추 (-)
G_048,8,-,12.942857,ALWAYS,[S3] 첫 단추 (-)
G_048,9,-,14.514286,ALWAYS,[S4] 첫 단추 (-)
G_049,5,마무리,11.989433,ROLE=CP,[S0] 원포인트 릴리프 (마무리)
G_049,5,중계,10.667488,ROLE=RP,[S0] 원포인트 릴리프 (중계)
G_049,6,마무리,13.89937,ROLE=CP,[S1] 원포인트 릴리프 (마무리)
G_049,6,중계,12.430542,ROLE=RP,[S1] 원포인트 릴리프 (중계)
G_049,7,마무리,15.809307,ROLE=CP,[S2] 원포인트 릴리프 (마무리)
G_049,7,중계,14.193596,ROLE=RP,[S2] 원포인트 릴리프 (중계)
G_049,8,마무리,17.719244,ROLE=CP,[S3] 원포인트 릴리프 (마무리)
G_049,8,중계,15.95665,ROLE=RP,[S3] 원포인트 릴리프 (중계)
G_049,9,마무리,19.629181,ROLE=CP,[S4] 원포인트 릴리프 (마무리)
G_049,9,중계,17.719704,ROLE=RP,[S4] 원포인트 릴리프 (중계)
G_050,5,-,0,ALWAYS,[S0] 리그의 강자 (-)
G_050,6,-,0,ALWAYS,[S1] 리그의 강자 (-)
G_050,7,-,0,ALWAYS,[S2] 리그의 강자 (-)
G_050,8,-,0,ALWAYS,[S3] 리그의 강자 (-)
G_050,9,-,0,ALWAYS,[S4] 리그의 강자 (-)
G_051,5,-,8.001,ALWAYS,[S0] 승부사 (-)
G_051,6,-,9.201,ALWAYS,[S1] 승부사 (-)
G_051,7,-,10.401,ALWAYS,[S2] 승부사 (-)
G_051,8,-,11.601,ALWAYS,[S3] 승부사 (-)
G_051,9,-,12.801,ALWAYS,[S4] 승부사 (-)
G_052,5,선발 (O),7.477997,MANUAL,[S0] 라이징 스타 (선발 (O))
G_052,5,선발 (X),6.9,MANUAL,[S0] 라이징 스타 (선발 (X))
G_052,5,중계 (O),10.36798,MANUAL,[S0] 라이징 스타 (중계 (O))
G_052,5,중계 (X),6.9,MANUAL,[S0] 라이징 스타 (중계 (X))
G_052,6,선발 (O),8.627997,MANUAL,[S1] 라이징 스타 (선발 (O))
G_052,6,선발 (X),8.05,MANUAL,[S1] 라이징 스타 (선발 (X))
G_052,6,중계 (O),11.51798,MANUAL,[S1] 라이징 스타 (중계 (O))
G_052,6,중계 (X),8.05,MANUAL,[S1] 라이징 스타 (중계 (X))
G_052,7,선발 (O),9.777997,MANUAL,[S2] 라이징 스타 (선발 (O))
G_052,7,선발 (X),9.2,MANUAL,[S2] 라이징 스타 (선발 (X))
G_052,7,중계 (O),12.66798,MANUAL,[S2] 라이징 스타 (중계 (O))
G_052,7,중계 (X),9.2,MANUAL,[S2] 라이징 스타 (중계 (X))
G_052,8,선발 (O),10.927997,MANUAL,[S3] 라이징 스타 (선발 (O))
G_052,8,선발 (X),10.35,MANUAL,[S3] 라이징 스타 (선발 (X))
G_052,8,중계 (O),13.81798,MANUAL,[S3] 라이징 스타 (중계 (O))
G_052,8,중계 (X),10.35,MANUAL,[S3] 라이징 스타 (중계 (X))
G_052,9,선발 (O),12.077997,MANUAL,[S4] 라이징 스타 (선발 (O))
G_052,9,선발 (X),11.5,MANUAL,[S4] 라이징 스타 (선발 (X))
G_052,9,중계 (O),14.96798,MANUAL,[S4] 라이징 스타 (중계 (O))
G_052,9,중계 (X),11.5,MANUAL,[S4] 라이징 스타 (중계 (X))
G_053,5,명예의 전당,11.75,GRADE=HOF,[S0] 도전정신 (명예의 전당)
G_053,5,모먼트,13.67,MANUAL,[S0] 도전정신 (모먼트)
G_053,5,시그니처,12.71,MANUAL,[S0] 도전정신 (시그니처)
G_053,6,명예의 전당,14.1,GRADE=HOF,[S1] 도전정신 (명예의 전당)
G_053,6,모먼트,16.02,MANUAL,[S1] 도전정신 (모먼트)
G_053,6,시그니처,15.06,MANUAL,[S1] 도전정신 (시그니처)
G_053,7,명예의 전당,16.45,GRADE=HOF,[S2] 도전정신 (명예의 전당)
G_053,7,모먼트,18.37,MANUAL,[S2] 도전정신 (모먼트)
G_053,7,시그니처,17.41,MANUAL,[S2] 도전정신 (시그니처)
G_053,8,명예의 전당,18.8,GRADE=HOF,[S3] 도전정신 (명예의 전당)
G_053,8,모먼트,20.72,MANUAL,[S3] 도전정신 (모먼트)
G_053,8,시그니처,19.76,MANUAL,[S3] 도전정신 (시그니처)
G_053,9,명예의 전당,21.15,GRADE=HOF,[S4] 도전정신 (명예의 전당)
G_053,9,모먼트,23.07,MANUAL,[S4] 도전정신 (모먼트)
G_053,9,시그니처,22.11,MANUAL,[S4] 도전정신 (시그니처)
G_054,5,-,14.1,ALWAYS,[S0] 순위경쟁 (-)
G_054,6,-,16.45,ALWAYS,[S1] 순위경쟁 (-)
G_054,7,-,18.8,ALWAYS,[S2] 순위경쟁 (-)
G_054,8,-,21.15,ALWAYS,[S3] 순위경쟁 (-)
G_054,9,-,23.5,ALWAYS,[S4] 순위경쟁 (-)
G_055,5,-,12.342857,ALWAYS,[S0] 퀄리티 스타트 (-)
G_055,6,-,14.4,ALWAYS,[S1] 퀄리티 스타트 (-)
G_055,7,-,16.457143,ALWAYS,[S2] 퀄리티 스타트 (-)
G_055,8,-,18.514286,ALWAYS,[S3] 퀄리티 스타트 (-)
G_055,9,-,20.571429,ALWAYS,[S4] 퀄리티 스타트 (-)
G_056,5,롱 릴리프,5.674877,RELIEVER=LONG,[S0] 필승조 (롱 릴리프)
G_056,5,승리조,7.661084,RELIEVER=WIN,[S0] 필승조 (승리조)
G_056,5,추격조,2.553695,RELIEVER=CHASE,[S0] 필승조 (추격조)
G_056,6,롱 릴리프,6.62069,RELIEVER=LONG,[S1] 필승조 (롱 릴리프)
G_056,6,승리조,8.937931,RELIEVER=WIN,[S1] 필승조 (승리조)
G_056,6,추격조,2.97931,RELIEVER=CHASE,[S1] 필승조 (추격조)
G_056,7,롱 릴리프,7.566502,RELIEVER=LONG,[S2] 필승조 (롱 릴리프)
G_056,7,승리조,10.214778,RELIEVER=WIN,[S2] 필승조 (승리조)
G_056,7,추격조,3.404926,RELIEVER=CHASE,[S2] 필승조 (추격조)
G_056,8,롱 릴리프,8.512315,RELIEVER=LONG,[S3] 필승조 (롱 릴리프)
G_056,8,승리조,11.491626,RELIEVER=WIN,[S3] 필승조 (승리조)
G_056,8,추격조,3.830542,RELIEVER=CHASE,[S3] 필승조 (추격조)
G_056,9,롱 릴리프,9.458128,RELIEVER=LONG,[S4] 필승조 (롱 릴리프)
G_056,9,승리조,12.768473,RELIEVER=WIN,[S4] 필승조 (승리조)
G_056,9,추격조,4.256158,RELIEVER=CHASE,[S4] 필승조 (추격조)
G_057,5,지 100-119,14.1,STAT(지구력)=100..119,[S0] 하드 트레이닝 (지 100-119)
G_057,5,지 120-139,16.45,STAT(지구력)=120..139,[S0] 하드 트레이닝 (지 120-139)
G_057,5,지 140-159,18.8,STAT(지구력)=140..159,[S0] 하드 트레이닝 (지 140-159)
G_057,5,지 160-179,21.15,STAT(지구력)=160..179,[S0] 하드 트레이닝 (지 160-179)
G_057,5,지 180-200,23.5,STAT(지구력)=180..200,[S0] 하드 트레이닝 (지 180-200)
G_057,6,지 100-116,16.45,STAT(지구력)=100..116,[S1] 하드 트레이닝 (지 100-116)
G_057,6,지 117-133,18.8,STAT(지구력)=117..133,[S1] 하드 트레이닝 (지 117-133)
G_057,6,지 134-149,21.15,STAT(지구력)=134..149,[S1] 하드 트레이닝 (지 134-149)
G_057,6,지 150-166,23.5,STAT(지구력)=150..166,[S1] 하드 트레이닝 (지 150-166)
G_057,6,지 167-183,25.85,STAT(지구력)=167..183,[S1] 하드 트레이닝 (지 167-183)
G_057,6,지 184-200,28.2,STAT(지구력)=184..200,[S1] 하드 트레이닝 (지 184-200)
G_057,7,지 100-116,16.45,STAT(지구력)=100..116,[S2] 하드 트레이닝 (지 100-116)
G_057,7,지 117-133,18.8,STAT(지구력)=117..133,[S2] 하드 트레이닝 (지 117-133)
G_057,7,지 134-149,21.15,STAT(지구력)=134..149,[S2] 하드 트레이닝 (지 134-149)
G_057,7,지 150-166,23.5,STAT(지구력)=150..166,[S2] 하드 트레이닝 (지 150-166)
G_057,7,지 167-183,25.85,STAT(지구력)=167..183,[S2] 하드 트레이닝 (지 167-183)
G_057,7,지 184-200,28.2,STAT(지구력)=184..200,[S2] 하드 트레이닝 (지 184-200)
G_057,8,지 100-116,16.45,STAT(지구력)=100..116,[S3] 하드 트레이닝 (지 100-116)
G_057,8,지 117-133,18.8,STAT(지구력)=117..133,[S3] 하드 트레이닝 (지 117-133)
G_057,8,지 134-149,21.15,STAT(지구력)=134..149,[S3] 하드 트레이닝 (지 134-149)
G_057,8,지 150-166,23.5,STAT(지구력)=150..166,[S3] 하드 트레이닝 (지 150-166)
G_057,8,지 167-183,25.85,STAT(지구력)=167..183,[S3] 하드 트레이닝 (지 167-183)
G_057,8,지 184-200,28.2,STAT(지구력)=184..200,[S3] 하드 트레이닝 (지 184-200)
G_057,9,지 100-116,16.45,STAT(지구력)=100..116,[S4] 하드 트레이닝 (지 100-116)
G_057,9,지 117-133,18.8,STAT(지구력)=117..133,[S4] 하드 트레이닝 (지 117-133)
G_057,9,지 134-149,21.15,STAT(지구력)=134..149,[S4] 하드 트레이닝 (지 134-149)
G_057,9,지 150-166,23.5,STAT(지구력)=150..166,[S4] 하드 트레이닝 (지 150-166)
G_057,9,지 167-183,25.85,STAT(지구력)=167..183,[S4] 하드 트레이닝 (지 167-183)
G_057,9,지 184-200,28.2,STAT(지구력)=184..200,[S4] 하드 트레이닝 (지 184-200)
G_058,5,-,9.4,ALWAYS,[S0] 베스트 플레이어 (-)
G_058,6,-,11.75,ALWAYS,[S1] 베스트 플레이어 (-)
G_058,7,-,16.45,ALWAYS,[S2] 베스트 플레이어 (-)
G_058,8,-,21.15,ALWAYS,[S3] 베스트 플레이어 (-)
G_058,9,-,25.85,ALWAYS,[S4] 베스트 플레이어 (-)
G_059,5,-,14.1,ALWAYS,[S0] 전문화 (-)
G_059,6,-,16.45,ALWAYS,[S1] 전문화 (-)
G_059,7,-,18.8,ALWAYS,[S2] 전문화 (-)
G_059,8,-,21.15,ALWAYS,[S3] 전문화 (-)
G_059,9,-,23.5,ALWAYS,[S4] 전문화 (-)
G_060,5,-,8.225,ALWAYS,[S0] 히어로 (-)
G_060,6,-,11.75,ALWAYS,[S1] 히어로 (-)
G_060,7,-,12.925,ALWAYS,[S2] 히어로 (-)
G_060,8,-,16.45,ALWAYS,[S3] 히어로 (-)
G_060,9,-,17.625,ALWAYS,[S4] 히어로 (-)
G_061,5,-,12.95,ALWAYS,[S0] 도전자 (-)
G_061,6,-,15.3,ALWAYS,[S1] 도전자 (-)
G_061,7,-,17.65,ALWAYS,[S2] 도전자 (-)
G_061,8,-,20,ALWAYS,[S3] 도전자 (-)
G_061,9,-,22.35,ALWAYS,[S4] 도전자 (-)
G_062,5,-,15.75,ALWAYS,[S0] 로드 워리어 (-)
G_062,6,-,20.1,ALWAYS,[S1] 로드 워리어 (-)
G_062,7,-,24.45,ALWAYS,[S2] 로드 워리어 (-)
G_062,8,-,28.8,ALWAYS,[S3] 로드 워리어 (-)
G_062,9,-,33.15,ALWAYS,[S4] 로드 워리어 (-)
G_063,5,-,23.8,ALWAYS,[S0] 더블 스토퍼 (-)
G_063,6,-,28.55,ALWAYS,[S1] 더블 스토퍼 (-)
G_063,7,-,33.3,ALWAYS,[S2] 더블 스토퍼 (-)
G_063,8,-,38.05,ALWAYS,[S3] 더블 스토퍼 (-)
G_063,9,-,42.8,ALWAYS,[S4] 더블 스토퍼 (-)
G_064,5,O,11.7,PSLOT=1..2,[S0] 원투펀치 (O)
G_064,5,X,7.2,!PSLOT=1..2,[S0] 원투펀치 (X)
G_064,6,O,15,PSLOT=1..2,[S1] 원투펀치 (O)
G_064,6,X,9.6,!PSLOT=1..2,[S1] 원투펀치 (X)
G_064,7,O,18.3,PSLOT=1..2,[S2] 원투펀치 (O)
G_064,7,X,12,!PSLOT=1..2,[S2] 원투펀치 (X)
G_064,8,O,21.6,PSLOT=1..2,[S3] 원투펀치 (O)
G_064,8,X,14.4,!PSLOT=1..2,[S3] 원투펀치 (X)
G_064,9,O,23.7,PSLOT=1..2,[S4] 원투펀치 (O)
G_064,9,X,15.6,!PSLOT=1..2,[S4] 원투펀치 (X)
G_065,5,롱 릴리프,11.35,RELIEVER=LONG,[S0] 승리의 함성 (롱 릴리프)
G_065,5,마무리,13.31,ROLE=CP,[S0] 승리의 함성 (마무리)
G_065,5,선발,8.27,ROLE=SP,[S0] 승리의 함성 (선발)
G_065,5,승리조,11.63,RELIEVER=WIN,[S0] 승리의 함성 (승리조)
G_065,5,추격조,6.59,RELIEVER=CHASE,[S0] 승리의 함성 (추격조)
G_065,6,롱 릴리프,13.3,RELIEVER=LONG,[S1] 승리의 함성 (롱 릴리프)
G_065,6,마무리,15.54,ROLE=CP,[S1] 승리의 함성 (마무리)
G_065,6,선발,9.78,ROLE=SP,[S1] 승리의 함성 (선발)
G_065,6,승리조,13.62,RELIEVER=WIN,[S1] 승리의 함성 (승리조)
G_065,6,추격조,7.86,RELIEVER=CHASE,[S1] 승리의 함성 (추격조)
G_065,7,롱 릴리프,15.25,RELIEVER=LONG,[S2] 승리의 함성 (롱 릴리프)
G_065,7,마무리,17.77,ROLE=CP,[S2] 승리의 함성 (마무리)
G_065,7,선발,11.29,ROLE=SP,[S2] 승리의 함성 (선발)
G_065,7,승리조,15.61,RELIEVER=WIN,[S2] 승리의 함성 (승리조)
G_065,7,추격조,9.13,RELIEVER=CHASE,[S2] 승리의 함성 (추격조)
G_065,8,롱 릴리프,17.2,RELIEVER=LONG,[S3] 승리의 함성 (롱 릴리프)
G_065,8,마무리,20,ROLE=CP,[S3] 승리의 함성 (마무리)
G_065,8,선발,12.8,ROLE=SP,[S3] 승리의 함성 (선발)
G_065,8,승리조,17.6,RELIEVER=WIN,[S3] 승리의 함성 (승리조)
